fecha,tipo,categoria,concepto,monto,metodo,relacionado_con,notas,_fila_origen,_confianza,_nota,_pregunta_pendiente
2025-11-13,ingreso,Ingreso,Anticipo Mauricio Treviño,8000,,Efectivo,,Contabilidad v1/Transacciones/R375,alta,,
2025-11-14,gasto,Gasto,Renta,47500,,Efectivo,,Contabilidad v1/Transacciones/R376,alta,,
2025-11-14,gasto,Gasto,Papeles,290,,,,Contabilidad v1/Transacciones/R377,alta,,
2025-11-14,gasto,Gasto,Luna MKT Nov,7500,,,,Contabilidad v1/Transacciones/R378,alta,,
2025-11-14,ingreso,Ingreso,Carlos Liquidación,25000,,,,Contabilidad v1/Transacciones/R379,alta,,
2025-11-19,ingreso,Ingreso,Liquidación Rosciano,20000,,,,Contabilidad v1/Transacciones/R380,alta,,
2025-11-20,ingreso,Ingreso,Anticipo Gerardo Reyes,9594,,,,Contabilidad v1/Transacciones/R381,alta,,
2025-11-20,gasto,Costo,Wholesaler Radiantes 1,13818.99,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R382,alta,,
2025-11-22,ingreso,Ingreso,Anticipo Alexandra,6000,,,,Contabilidad v1/Transacciones/R383,alta,,
2025-11-22,gasto,Costo,Mercado Pago Alexandra,247.64,transferencia,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R384,alta,,
2025-11-22,gasto,Costo,Wholesaler Radiantes 2,3639.19,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R385,alta,,
2025-11-28,gasto,Costo,Sergio Diamantes 1,42700,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R386,alta,,
2025-12-01,gasto,Gasto,Amazon pino,2990.54,,,,Contabilidad v1/Transacciones/R387,alta,,
2025-12-01,gasto,Gasto,Google gasto,130.3,,,,Contabilidad v1/Transacciones/R388,alta,,
2025-12-01,gasto,Gasto,Conversion cuenta a cash,6000,efectivo,,,Contabilidad v1/Transacciones/R389,alta,,
2025-12-01,ingreso,Ingreso,Conversion cuenta a cash,6000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R390,alta,,
2025-12-06,ingreso,Ingreso,Liquidación David Velasco,9000,,Efectivo,,Contabilidad v1/Transacciones/R391,alta,,
2025-12-08,gasto,Costo,Pago agustin,29500,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R392,alta,,
2025-12-08,gasto,Costo,Pago agustin,16550,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R393,alta,,
2025-12-08,gasto,Costo,Alibaba Gasto,929.73,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R394,alta,,
2025-12-08,gasto,Costo,Twisted Alejandra Compra Wholesaler,9719.51,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R395,alta,,
2025-12-08,ingreso,Ingreso,Liquidación Jonathan,29000,,,,Contabilidad v1/Transacciones/R396,alta,,
2025-12-09,gasto,Gasto,Ellion Local primera mitad,65000,,,,Contabilidad v1/Transacciones/R397,alta,,
2025-12-09,deuda,Deuda,Ellion Local primera mitad Deuda,65000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R398,media,,Q-FIN
2025-12-10,ingreso,Ingreso,Pago upgrade Piedra Gerardo Reyes,4000,,Efectivo,,Contabilidad v1/Transacciones/R399,alta,,
2025-12-10,deuda,Deuda,Deuda Amazon impresora,1447.74,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R400,media,,Q-FIN
2025-12-10,gasto,Gasto,Deuda Amazon impresora,1447.74,,,,Contabilidad v1/Transacciones/R401,alta,,
2025-12-10,gasto,Gasto,Conversion cash a cuenta,400,efectivo,Efectivo,,Contabilidad v1/Transacciones/R402,alta,,
2025-12-10,ingreso,Ingreso,Conversion cash a cuenta,400,efectivo,,,Contabilidad v1/Transacciones/R403,alta,,
2025-12-10,pago_deuda,Pago Deuda,Pago Deuda Santi,400,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R404,media,,Q-FIN
2025-12-12,ingreso,Ingreso,Gerardo Martínez venta,9000,,Efectivo,,Contabilidad v1/Transacciones/R405,alta,,
2025-12-12,gasto,Gasto,Modelo Luna,1500,,Efectivo,,Contabilidad v1/Transacciones/R406,alta,,
2025-12-12,ingreso,Ingreso,Liquidación Elías,10553.4,,,,Contabilidad v1/Transacciones/R407,alta,,
2025-12-12,ingreso,Ingreso,Mauricio Liquidación,37000,,Efectivo,,Contabilidad v1/Transacciones/R408,alta,,
2025-12-12,gasto,Gasto,Renta pago,47500,,Efectivo,,Contabilidad v1/Transacciones/R409,alta,,
2025-12-12,deuda,Deuda,Deuda ellion 2,65000,,Papá fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R410,media,,Q-FIN
2025-12-12,gasto,Gasto,Ellion 2,65000,,,,Contabilidad v1/Transacciones/R411,alta,,
2025-12-12,gasto,Gasto,Taller 1,15591.22,,,,Contabilidad v1/Transacciones/R412,alta,,
2025-12-12,gasto,Gasto,Taller 2,6852.51,,,,Contabilidad v1/Transacciones/R413,alta,,
2025-12-12,gasto,Gasto,Taller 3,14189.34,,,,Contabilidad v1/Transacciones/R414,alta,,
2025-12-12,ingreso,Ingreso,Lupercio Liquidación,31660.1,,,,Contabilidad v1/Transacciones/R415,alta,,
2025-12-12,gasto,Costo,Aduanas zafiros,759.54,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R416,alta,,
2025-12-15,ingreso,Ingreso,Liquidacion Gerardo Martinez,36000,,Efectivo,,Contabilidad v1/Transacciones/R417,alta,,
2025-12-16,gasto,Gasto,Diamantex Taller,22310.73,,,,Contabilidad v1/Transacciones/R418,alta,,
2025-12-23,gasto,Gasto,Conversión cash a cuenta,20000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R419,alta,,
2025-12-23,ingreso,Ingreso,Conversión cash a cuenta,20000,efectivo,,,Contabilidad v1/Transacciones/R420,alta,,
2025-12-23,ingreso,Ingreso,Pago Gerardo Reyes,4500,,Efectivo,,Contabilidad v1/Transacciones/R421,alta,,
2025-12-23,deuda,Deuda,Deuda Fer amazon,3658.6,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R422,media,,Q-FIN
2025-12-23,gasto,Gasto,Gasto amazon pendejaditas,3658.6,,,,Contabilidad v1/Transacciones/R423,alta,,
2025-12-23,deuda,Deuda,Deuda Fer amazon,319.99,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R424,media,,Q-FIN
2025-12-23,gasto,Gasto,Gasto amazon pendejaditas,319.99,,,,Contabilidad v1/Transacciones/R425,alta,,
2025-12-23,deuda,Deuda,Gasto diamantex pendejaditas,1016.94,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R426,media,,Q-FIN
2025-12-23,gasto,Gasto,Gasto diamantex pendejaditas,1016.94,,,,Contabilidad v1/Transacciones/R427,alta,,
2025-12-26,deuda,Deuda,Metales deuda,29663,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R428,media,,Q-FIN
2025-12-26,gasto,Gasto,Metales gasto,29663,,,,Contabilidad v1/Transacciones/R429,alta,,
2025-12-27,gasto,Gasto,Motor mágico alibaba,13763.75,,,,Contabilidad v1/Transacciones/R430,alta,,
2025-12-27,gasto,Gasto,Gemas alibaba,6904.69,,,,Contabilidad v1/Transacciones/R431,alta,,
2025-12-28,deuda,Deuda,Deuda Fer amazon,7393.94,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R432,media,,Q-FIN
2025-12-28,gasto,Gasto,Gasto amazon pendejaditas,7393.94,,,,Contabilidad v1/Transacciones/R433,alta,,
2025-12-31,deuda,Deuda,Pulidor de Banco,2113.38,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R434,media,,Q-FIN
2025-12-31,gasto,Gasto,Pulidor de Banco,2113.38,,,,Contabilidad v1/Transacciones/R435,alta,,
2025-12-31,deuda,Deuda,Google Dolor,150.34,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R436,media,,Q-FIN
2026-01-01,gasto,Gasto,Google Dolor,150.34,,,,Contabilidad v1/Transacciones/R437,alta,,
2026-01-01,ingreso,Ingreso,Pago Gerardo Reyes,7000,,Efectivo,,Contabilidad v1/Transacciones/R438,alta,,
2026-01-02,deuda,Deuda,Ads deuda,1000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R439,media,,Q-FIN
2026-01-02,gasto,Gasto,Ads deuda,1000,,,,Contabilidad v1/Transacciones/R440,alta,,
2026-01-02,gasto,Gasto,Luna MKT Dic,7500,,Efectivo,,Contabilidad v1/Transacciones/R441,alta,,
2026-01-02,gasto,Costo,Agustin Oro,12500,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R442,alta,,
2026-01-02,ingreso,Ingreso,Ingreso Michelle Martínez Anticipo,14391,,,,Contabilidad v1/Transacciones/R443,alta,,
2026-01-02,gasto,Gasto,Rutenio y lámpara,2599.8,,,,Contabilidad v1/Transacciones/R444,alta,,
2026-01-02,ingreso,Ingreso,Conversion cuenta a cash,200,efectivo,Efectivo,,Contabilidad v1/Transacciones/R445,alta,,
2026-01-03,gasto,Gasto,Ads deuda,3000,,,,Contabilidad v1/Transacciones/R446,alta,,
2026-01-06,gasto,Gasto,Meta Verificacion,459,,,,Contabilidad v1/Transacciones/R447,alta,,
2026-01-06,gasto,Gasto,Gasto Wholesaler,3005.6,,,,Contabilidad v1/Transacciones/R448,alta,,
2026-01-07,ingreso,Ingreso,Reembolso Wholesaler,3017.06,,,,Contabilidad v1/Transacciones/R449,alta,,
2026-01-09,ingreso,Ingreso,Liquidación Gerardo,40000,,Efectivo,,Contabilidad v1/Transacciones/R450,alta,,
2026-01-13,gasto,Gasto,Renta,46500,,Efectivo,,Contabilidad v1/Transacciones/R451,alta,,
2026-01-15,deuda,Deuda,Deuda MKT (not),25000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R452,media,,Q-FIN
2026-01-20,gasto,Gasto,Conversion a cash deuda,25000,efectivo,,,Contabilidad v1/Transacciones/R453,alta,,
2026-01-20,ingreso,Ingreso,Conversion a cash deuda,25000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R454,alta,,
2026-01-20,gasto,Gasto,Conversion cash a cuenta,11900,efectivo,Efectivo,,Contabilidad v1/Transacciones/R455,alta,,
2026-01-20,ingreso,Ingreso,Conversion cash a cuenta,11900,efectivo,,,Contabilidad v1/Transacciones/R456,alta,,
2026-01-20,gasto,Gasto,iPad Gasto,20592,,,,Contabilidad v1/Transacciones/R457,alta,,
2026-01-20,pago_deuda,Pago Deuda,Pago deuda dolor,58.46,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R458,media,,Q-FIN
2026-01-20,deuda,Deuda,Ads deuda,200,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R459,media,,Q-FIN
2026-01-21,deuda,Deuda,Deuda MKT (not),15000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R460,media,,Q-FIN
2026-01-21,gasto,Gasto,Conversion cuenta a cash,15200,efectivo,,,Contabilidad v1/Transacciones/R461,alta,,
2026-01-21,gasto,Costo,Oro Costo,29500,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R462,alta,,
2026-01-22,ingreso,Ingreso,Conversion cuenta a cash,15000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R463,alta,,
2026-01-22,ingreso,Ingreso,Alejandro Morales liquidación,34538.4,,,,Contabilidad v1/Transacciones/R464,alta,,
2026-01-26,gasto,Gasto,Conversión Cash a cuenta,35000,efectivo,,,Contabilidad v1/Transacciones/R465,alta,,
2026-01-26,deuda,Deuda,Deuda Santi MKT,500,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R466,media,,Q-FIN
2026-01-26,deuda,Deuda,Deuda Fer MKT,100,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R467,media,,Q-FIN
2026-01-26,ingreso,Ingreso,Conversión Cash a cuenta,35000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R468,alta,,
2026-01-26,gasto,Gasto,Marketing 3P,35000,,Efectivo,,Contabilidad v1/Transacciones/R469,alta,,
2026-01-26,ingreso,Ingreso,Liquidación Juan,23000,,Efectivo,,Contabilidad v1/Transacciones/R470,alta,,
2026-01-26,ingreso,Ingreso,Liquidación Juan,1420,,,,Contabilidad v1/Transacciones/R471,alta,,
2026-01-26,pago_deuda,Pago Deuda,Pago Deuda Santi,147.74,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R472,media,,Q-FIN
2026-01-26,pago_deuda,Pago Deuda,Pago Deuda Fer,281.35,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R473,media,,Q-FIN
2026-01-26,gasto,Gasto,Conversion Cash a cuenta,14500,efectivo,Efectivo,,Contabilidad v1/Transacciones/R474,alta,,
2026-01-26,ingreso,Ingreso,Conversion Cash a cuenta,14500,efectivo,,,Contabilidad v1/Transacciones/R475,alta,,
2026-01-26,pago_deuda,Pago Deuda,Pago Deuda Santi,1000,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R476,media,,Q-FIN
2026-01-26,pago_deuda,Pago Deuda,Pago Deuda Fer,13500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R477,media,,Q-FIN
2026-01-26,deuda,Deuda,Deuda Nueva Fer Salva Negocio,43000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R478,media,,Q-FIN
2026-01-27,gasto,Costo,Compra Oro Salva Negocio,43000,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R479,alta,,
2026-01-27,gasto,Costo,Compra Oro Negocio,5000,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R480,alta,,
2026-01-27,ingreso,Ingreso,Liquidacion Jorge,25807.86,,,,Contabilidad v1/Transacciones/R481,alta,,
2026-01-27,gasto,Costo,Reembolso anal,6800,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R482,alta,,
2026-01-27,deuda,Deuda,Dinero Freddy Rayas LOCAL,9000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R483,media,,Q-FIN
2026-01-28,gasto,Gasto,Gasto Freddy Rayas LOCAL,9000,,,,Contabilidad v1/Transacciones/R484,alta,,
2026-01-28,deuda,Deuda,Caja Fuerte Deuda LOCAL,35000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R485,media,,Q-FIN
2026-01-28,gasto,Gasto,Caja Fuerte Gasto LOCAL,35000,,,,Contabilidad v1/Transacciones/R486,alta,,
2026-01-28,gasto,Gasto,FacetFlow,1723.22,,,,Contabilidad v1/Transacciones/R487,alta,,
2026-01-29,gasto,Gasto,Meta,459,,,,Contabilidad v1/Transacciones/R488,alta,,
2026-01-29,deuda,Deuda,Gastos Local,39000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R489,media,,Q-FIN
2026-01-30,gasto,Gasto,Gastos Local,39000,,,,Contabilidad v1/Transacciones/R490,alta,,
2026-01-30,gasto,Gasto,Gasto Amazon + Google + Ferretería,877.4,,,,Contabilidad v1/Transacciones/R491,alta,,
2026-02-03,gasto,Gasto,Tanque Argón,7600,,,,Contabilidad v1/Transacciones/R492,alta,,
2026-02-03,gasto,Gasto,Expo fashion,3000,,,,Contabilidad v1/Transacciones/R493,alta,,
2026-02-03,gasto,Gasto,Freddy Home Depot,1000,,,,Contabilidad v1/Transacciones/R494,alta,,
2026-02-03,deuda,Deuda,Freddy Home Depot,1000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R495,media,,Q-FIN
2026-02-03,gasto,Gasto,Aceite Vacuum,375,,,,Contabilidad v1/Transacciones/R496,alta,,
2026-02-04,deuda,Deuda,Fiverr indio 3 modelos,484.68,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R497,media,,Q-FIN
2026-02-04,gasto,Gasto,Fiverr indio 3 modelos,484.68,,,,Contabilidad v1/Transacciones/R498,alta,,
2026-02-04,deuda,Deuda,Pintura LOCAL,5400,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R499,media,,Q-FIN
2026-02-04,gasto,Gasto,Pintura LOCAL,5400,,,,Contabilidad v1/Transacciones/R500,alta,,
2026-02-04,deuda,Deuda,Fredy Dolor LOCAL (Rayas),9600,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R501,media,,Q-FIN
2026-02-04,gasto,Gasto,Fredy Dolor LOCAL (Rayas),9600,,,,Contabilidad v1/Transacciones/R502,alta,,
2026-02-06,gasto,Gasto,Amazon mamadas,1509.7,,,,Contabilidad v1/Transacciones/R503,alta,,
2026-02-06,gasto,Gasto,Guantes,238,,,,Contabilidad v1/Transacciones/R504,alta,,
2026-02-06,gasto,Gasto,Fanny,603,,,,Contabilidad v1/Transacciones/R505,alta,,
2026-02-06,gasto,Gasto,Gas,603.2,,,,Contabilidad v1/Transacciones/R506,alta,,
2026-02-06,deuda,Deuda,Piso Deuda LOCAL,60654,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R507,media,,Q-FIN
2026-02-06,gasto,Gasto,Adaptador Gas AMZ,145.79,,,,Contabilidad v1/Transacciones/R508,alta,,
2026-02-06,gasto,Gasto,Mulitmetro,419,,,,Contabilidad v1/Transacciones/R509,alta,,
2026-02-06,gasto,Gasto,Piso Gasto LOCAL,60654,,,,Contabilidad v1/Transacciones/R510,alta,,
2026-02-06,ingreso,Ingreso,Liquidacion Jose Eduardo,29100,,,,Contabilidad v1/Transacciones/R511,alta,,
2026-02-06,pago_deuda,Pago Deuda,Banamex,10000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R512,media,,Q-FIN
2026-02-06,gasto,Gasto,Churumbela Floral,8007.29,,,,Contabilidad v1/Transacciones/R513,alta,,
2026-02-06,gasto,Gasto,Camaras,6299.99,,,,Contabilidad v1/Transacciones/R514,alta,,
2026-02-06,gasto,Gasto,Plata,3400,,,,Contabilidad v1/Transacciones/R515,alta,,
2026-02-10,deuda,Deuda,Rayas LOCAL,8800,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R516,media,,Q-FIN
2026-02-10,gasto,Gasto,Gasto merlo,3800,,,,Contabilidad v1/Transacciones/R517,alta,,
2026-02-10,gasto,Gasto,Felipe mamadas,3600,,,,Contabilidad v1/Transacciones/R518,alta,,
2026-02-10,deuda,Deuda,Madera,25000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R519,media,,Q-FIN
2026-02-10,gasto,Gasto,Madera,25000,,,,Contabilidad v1/Transacciones/R520,alta,,
2026-02-11,deuda,Deuda,Cosas de tratamiento madera LOCAL,9000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R521,media,,Q-FIN
2026-02-11,gasto,Gasto,Cosas de tratamiento madera LOCAL,9000,,,,Contabilidad v1/Transacciones/R522,alta,,
2026-02-11,deuda,Deuda,Llaves,360,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R523,media,,Q-FIN
2026-02-11,gasto,Gasto,Llaves,360,,,,Contabilidad v1/Transacciones/R524,alta,,
2026-02-11,pago_deuda,Pago Deuda,Stand anticipo Fashion liquidación funky,5376.58,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R525,media,,Q-FIN
2026-02-11,deuda,Deuda,Stand anticipo Fashion,15000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R526,media,,Q-FIN
2026-02-11,gasto,Gasto,Stand anticipo Fashion,15000,,,,Contabilidad v1/Transacciones/R527,alta,,
2026-02-13,deuda,Deuda,Deuda Rayas,33000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R528,media,,Q-FIN
2026-02-13,deuda,Deuda,Deuda Cables,34000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R529,media,,Q-FIN
2026-02-13,deuda,Deuda,Deuda Fredy Seguro,2000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R530,media,,Q-FIN
2026-02-13,gasto,Gasto,Gasto Rayas,33000,,,,Contabilidad v1/Transacciones/R531,alta,,
2026-02-14,ingreso,Ingreso,Ingreso Jefe Fer Al precio,17000,,Efectivo,,Contabilidad v1/Transacciones/R532,alta,,
2026-02-14,gasto,Gasto,Liquidación Expo,5600,,Efectivo,,Contabilidad v1/Transacciones/R533,alta,,
2026-02-14,gasto,Gasto,Estacionamiento,100,,Efectivo,,Contabilidad v1/Transacciones/R534,alta,,
2026-02-14,ingreso,Ingreso,Conversion cash a cuenta,600,efectivo,,,Contabilidad v1/Transacciones/R535,alta,,
2026-02-14,gasto,Gasto,Conversion cash a cuenta,600,efectivo,Efectivo,,Contabilidad v1/Transacciones/R536,alta,,
2026-02-14,pago_deuda,Pago Deuda,Pago Deuda Santi Pollo,300,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R537,media,,Q-FIN
2026-02-14,pago_deuda,Pago Deuda,Pago Deuda Fer Pollo,300,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R538,media,,Q-FIN
2026-02-14,gasto,Gasto,Gasto Cables y Seguro Fredy,36000,,,,Contabilidad v1/Transacciones/R539,alta,,
2026-02-16,gasto,Gasto,Estacionamiento,100,,Efectivo,,Contabilidad v1/Transacciones/R540,alta,,
2026-02-16,gasto,Gasto,Conversión cash a cuenta,14000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R541,alta,,
2026-02-16,ingreso,Ingreso,Estacionamiento,14000,,,,Contabilidad v1/Transacciones/R542,alta,,
2026-02-16,gasto,Gasto,Pago stand Jorge,12300,,,,Contabilidad v1/Transacciones/R543,alta,,
2026-02-16,deuda,Deuda,Deuda Ads Fer,15000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R544,media,,Q-FIN
2026-02-16,gasto,Gasto,Gasto Ads,15000,,,,Contabilidad v1/Transacciones/R545,alta,,
2026-02-16,gasto,Gasto,Renta Suchiate,48500,,,,Contabilidad v1/Transacciones/R546,alta,,
2026-02-17,deuda,Deuda,Deuda Operación,68000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R547,media,,Q-FIN
2026-02-18,deuda,Deuda,Láminas Oro,15451.2,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R548,media,,Q-FIN
2026-02-18,gasto,Gasto,Láminas Oro,15451.2,,,,Contabilidad v1/Transacciones/R549,alta,,
2026-02-20,ingreso,Ingreso,Conversion a cash,19500,efectivo,Efectivo,,Contabilidad v1/Transacciones/R550,alta,,
2026-02-20,gasto,Gasto,Conversion a cash,19500,efectivo,,,Contabilidad v1/Transacciones/R551,alta,,
2026-02-20,deuda,Deuda,Deuda Local,55200,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R552,media,,Q-FIN
2026-02-20,gasto,Gasto,Gasto Local,55200,,,,Contabilidad v1/Transacciones/R553,alta,,
2026-02-20,deuda,Deuda,Jorge stand liquidacion,9100,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R554,media,,Q-FIN
2026-02-20,gasto,Gasto,Jorge stand liquidacion,9100,,,,Contabilidad v1/Transacciones/R555,alta,,
2026-02-22,ingreso,Ingreso,Ingreso Gabriel,1000,,Efectivo,,Contabilidad v1/Transacciones/R556,alta,,
2026-02-22,ingreso,Ingreso,Ingreso Gabriel,4000,,,,Contabilidad v1/Transacciones/R557,alta,,
2026-02-22,gasto,Gasto,Estacionamientos,250,,Efectivo,,Contabilidad v1/Transacciones/R558,alta,,
2026-02-23,gasto,Gasto,Piso extra,4100,,,,Contabilidad v1/Transacciones/R559,alta,,
